Hours,Shape
21,unknown
21,unknown
21,flash
21,light
21,sphere
21,light
22,light
23,oval
01,disk
01,changing
02,unknown
03,light
12,other
17,diamond
20,triangle
20,light
20,light
21,unknown
21,unknown
21,light
21,changing
21,light
21,flash
23,egg
01,light
20,unknown
21,cigar
21,changing
21,other
21,unknown
22,oval
23,disk
23,flash
23,triangle
01,oval
01,light
10,triangle
12,circle
13,disk
18,circle
19,light
21,light
21,cigar
22,triangle
22,rectangle
23,light
06,unknown
19,light
21,light
21,formation
21,light
22,triangle
23,unknown
00,light
00,light
04,diamond
06,circle
06,light
19,formation
20,triangle
20,light
21,other
22,light
22,diamond
23,light
15,other
20,teardrop
20,circle
20,cigar
21,oval
21,diamond
23,formation
05,changing
15,diamond
18,cylinder
19,other
19,unknown
19,fireball
20,light
21,light
21,triangle
22,disk
23,light
23,chevron
23,fireball
23,light
00,light
03,light
03,oval
04,light
05,light
20,sphere
20,sphere
21,light
21,flash
21,light
21,circle
21,teardrop
22,light
23,light
05,unknown
05,light
05,light
16,unknown
17,fireball
19,circle
20,circle
21,oval
22,circle
22,light
23,light
05,oval
08,light
14,formation
14,sphere
20,triangle
20,other
21,fireball
21,fireball
22,triangle
22,light
22,sphere
23,triangle
04,disk
05,disk
07,cylinder
11,rectangle
13,light
18,triangle
19,light
20,cigar
20,sphere
21,light
21,cylinder
22,sphere
22,sphere
22,oval
23,unknown
00,fireball
03,unknown
03,unknown
10,circle
10,changing
19,fireball
20,circle
20,light
20,triangle
20,fireball
21,triangle
21,light
21,cigar
21,light
21,sphere
22,other
22,light
22,fireball
22,unknown
23,light
23,unknown
23,oval
22,light
02,disk
19,triangle
18,changing
19,changing
01,light
20,cigar
21,oval
21,oval
22,formation
05,unknown
02,disk
04,oval
12,sphere
14,disk
14,cigar
16,rectangle
02,flash
11,flash
18,formation
19,light
22,triangle
21,chevron
21,teardrop
22,light
23,light
01,unknown
02,oval
02,light
03,flash
14,unknown
16,oval
20,light
22,light
01,unknown
01,other
02,light
05,light
15,disk
15,sphere
15,oval
16,light
17,light
18,circle
21,light
21,triangle
22,oval
23,diamond
23,other
00,light
01,light
04,formation
14,sphere
17,teardrop
21,light
23,triangle
00,circle
00,triangle
18,triangle
21,light
21,light
22,rectangle
01,oval
01,light
05,triangle
15,oval
21,cone
21,circle
21,light
22,light
23,triangle
00,triangle
00,light
03,light
15,cigar
21,light
21,flash
22,other
22,disk
22,sphere
23,rectangle
23,triangle
00,unknown
07,oval
08,light
11,light
17,light
18,sphere
21,flash
21,fireball
22,unknown
22,cylinder
22,oval
23,unknown
00,chevron
00,sphere
01,light
03,fireball
03,oval
04,light
13,rectangle
13,rectangle
14,triangle
14,other
16,cylinder
20,fireball
21,sphere
21,fireball
22,fireball
22,circle
22,light
22,circle
23,formation
03,triangle
04,light
05,light
06,disk
06,light
11,oval
19,unknown
20,light
21,sphere
03,flash
05,light
09,light
10,circle
11,triangle
11,disk
15,other
16,cylinder
17,circle
20,triangle
21,formation
21,light
21,triangle
01,cigar
01,fireball
04,triangle
05,other
06,fireball
08,light
09,unknown
09,changing
10,circle
11,fireball
11,light
20,triangle
20,triangle
20,fireball
21,formation
21,sphere
21,light
21,fireball
22,light
22,triangle
22,fireball
22,flash
23,fireball
02,light
06,light
08,sphere
09,unknown
10,cylinder
11,cylinder
17,other
18,unknown
20,flash
20,sphere
20,light
20,circle
20,light
20,unknown
20,light
21,formation
21,light
22,light
22,fireball
22,light
22,sphere
22,fireball
22,fireball
22,circle
24,light
05,other
23,sphere
22,teardrop
00,triangle
23,unknown
01,other
20,triangle
23,disk
23,triangle
23,light
18,cigar
21,triangle
21,changing
06,light
13,triangle
20,triangle
22,diamond
01,circle
09,changing
19,other
23,unknown
11,oval
23,fireball
18,oval
21,fireball
21,formation
21,light
22,oval
22,light
01,light
04,circle
10,circle
12,circle
16,disk
17,disk
20,circle
21,other
21,unknown
22,flash
23,disk
00,fireball
00,light
00,light
01,flash
01,circle
02,oval
03,flash
03,light
09,disk
10,cylinder
10,circle
11,disk
11,circle
14,disk
14,light
15,sphere
15,fireball
16,fireball
16,fireball
19,light
21,circle
21,light
22,light
22,light
23,light
02,unknown
04,light
05,light
15,cylinder
19,light
21,triangle
22,light
23,triangle
23,other
19,cylinder
20,circle
22,triangle
22,other
23,changing
02,sphere
05,sphere
10,cigar
15,sphere
16,cylinder
20,flash
22,flash
22,flash
01,unknown
03,oval
11,formation
15,disk
17,sphere
20,fireball
20,rectangle
23,circle
23,circle
01,unknown
16,unknown
17,cigar
18,cigar
18,oval
19,changing
20,other
21,light
21,fireball
22,fireball
00,circle
01,triangle
03,other
05,circle
14,light
15,oval
17,changing
18,cigar
21,cigar
21,light
21,light
21,other
22,circle
23,light
23,unknown
08,disk
10,triangle
16,flash
18,changing
19,fireball
20,circle
20,triangle
21,light
21,light
22,light
23,fireball
01,fireball
04,light
04,triangle
05,light
09,other
12,other
20,circle
21,triangle
21,light
22,sphere
22,circle
00,fireball
02,formation
07,fireball
10,cigar
11,rectangle
11,circle
13,disk
20,disk
20,other
20,fireball
20,diamond
21,chevron
21,fireball
21,fireball
22,sphere
22,fireball
22,circle
22,sphere
22,circle
22,circle
22,circle
23,circle
00,light
01,other
01,oval
01,circle
01,fireball
03,disk
15,light
17,circle
18,changing
20,circle
20,sphere
20,sphere
20,formation
20,oval
20,fireball
20,light
20,light
20,light
21,light
21,other
21,fireball
21,circle
21,sphere
21,fireball
21,circle
21,other
21,light
21,circle
21,circle
21,sphere
21,circle
21,light
21,light
21,light
21,circle
22,circle
22,formation
22,circle
22,triangle
22,fireball
22,fireball
22,sphere
22,circle
23,light
23,light
23,light
23,light
23,sphere
19,disk
22,unknown
22,disk
03,disk
23,oval
08,triangle
17,diamond
21,disk
22,triangle
19,oval
12,disk
22,other
22,triangle
22,light
05,rectangle
01,light
02,other
11,egg
12,egg
13,sphere
22,other
23,triangle
00,unknown
00,circle
00,unknown
00,disk
01,other
03,light
09,triangle
22,diamond
24,other
22,triangle
02,unknown
13,disk
14,sphere
05,unknown
09,unknown
15,sphere
21,flash
22,sphere
23,light
05,light
21,other
21,light
22,flash
22,circle
23,disk
23,triangle
05,unknown
19,fireball
19,cigar
20,unknown
20,light
20,fireball
20,fireball
21,disk
21,triangle
21,light
21,circle
21,circle
22,egg
23,triangle
23,light
20,circle
21,circle
22,disk
23,unknown
01,flash
01,light
02,triangle
04,triangle
14,disk
20,light
21,unknown
21,triangle
22,triangle
10,disk
17,oval
18,cylinder
21,light
22,triangle
22,circle
22,cigar
23,light
23,triangle
01,egg
05,triangle
14,other
16,triangle
18,disk
19,other
19,unknown
21,light
22,sphere
00,circle
12,light
18,other
20,triangle
21,other
22,circle
23,unknown
00,unknown
00,triangle
01,light
05,light
10,light
22,fireball
22,light
23,rectangle
02,egg
03,disk
09,changing
10,sphere
18,other
20,light
21,triangle
21,sphere
22,teardrop
22,light
23,light
01,circle
01,light
04,rectangle
16,triangle
16,triangle
17,unknown
20,light
21,other
21,circle
21,light
21,light
21,light
22,light
22,rectangle
23,flash
23,fireball
23,formation
05,light
05,sphere
06,disk
17,other
20,triangle
20,fireball
20,circle
21,circle
22,fireball
22,triangle
22,sphere
22,light
23,fireball
00,egg
01,flash
05,disk
08,light
08,light
09,light
12,triangle
16,unknown
19,disk
19,sphere
20,fireball
20,light
20,light
20,triangle
21,unknown
21,light
21,circle
21,cross
22,circle
22,triangle
00,oval
00,sphere
00,light
00,sphere
05,circle
05,light
11,triangle
12,rectangle
16,cylinder
19,fireball
20,sphere
20,circle
20,sphere
21,fireball
21,unknown
21,light
21,sphere
21,formation
21,circle
21,light
21,sphere
21,light
21,unknown
21,fireball
21,sphere
21,fireball
21,fireball
21,sphere
21,fireball
21,cigar
22,fireball
22,circle
22,light
22,unknown
23,light
23,circle
23,light
23,fireball
24,oval
00,fireball
00,light
00,light
01,changing
01,oval
04,light
19,cylinder
19,changing
20,circle
20,sphere
21,triangle
21,light
21,light
21,circle
21,rectangle
21,fireball
22,formation
22,oval
22,circle
22,other
22,fireball
09,circle
23,disk
23,sphere
22,fireball
23,fireball
00,light
21,light
09,disk
21,light
21,triangle
21,circle
22,fireball
23,light
02,triangle
04,light
10,unknown
12,oval
14,other
17,teardrop
20,flash
21,light
22,light
23,fireball
00,changing
00,changing
12,teardrop
23,triangle
00,oval
02,changing
03,unknown
09,other
21,other
21,circle
21,egg
21,circle
21,flash
21,unknown
21,light
21,unknown
22,light
23,flash
23,light
23,light
23,unknown
23,unknown
00,unknown
19,changing
20,triangle
22,unknown
22,light
22,triangle
08,sphere
13,cigar
22,light
22,oval
00,other
01,oval
02,unknown
09,sphere
21,light
21,sphere
21,triangle
21,light
22,changing
22,fireball
22,chevron
00,diamond
11,formation
14,diamond
16,sphere
18,sphere
20,circle
20,flash
22,unknown
01,sphere
07,cigar
10,circle
16,cigar
19,changing
20,light
21,formation
22,circle
22,light
23,diamond
19,light
20,light
20,triangle
20,light
21,cigar
00,circle
02,light
08,light
09,cigar
15,triangle
20,diamond
20,light
21,sphere
21,light
21,formation
21,cigar
22,light
23,cigar
23,light
24,circle
00,light
00,circle
00,sphere
00,flash
08,circle
11,fireball
20,circle
20,light
20,unknown
20,other
21,light
21,circle
22,triangle
22,formation
00,light
00,circle
01,fireball
01,triangle
01,changing
01,changing
02,unknown
03,triangle
03,unknown
10,fireball
12,circle
18,other
18,unknown
18,fireball
19,light
19,light
20,teardrop
20,fireball
20,light
20,fireball
21,circle
21,circle
21,fireball
21,circle
22,flash
22,circle
23,fireball
00,rectangle
01,light
01,light
04,circle
09,other
17,light
20,light
20,fireball
21,sphere
21,light
22,light
23,circle
23,light
21,oval
03,light
01,cylinder
01,fireball
00,fireball
05,circle
19,triangle
20,light
20,light
22,chevron
17,other
20,light
23,changing
04,other
04,light
05,circle
20,circle
22,light
22,fireball
06,triangle
20,light
21,light
23,formation
23,triangle
00,triangle
02,flash
03,light
06,rectangle
10,sphere
19,sphere
20,light
20,triangle
20,fireball
21,flash
21,unknown
21,diamond
21,oval
22,circle
22,light
22,light
23,unknown
23,light
15,triangle
21,light
22,light
23,light
00,cylinder
01,triangle
01,triangle
05,light
14,disk
17,flash
19,changing
19,changing
20,circle
20,disk
21,circle
21,circle
21,cylinder
23,changing
23,disk
00,disk
04,circle
06,other
20,other
21,formation
21,light
22,circle
23,sphere
23,unknown
23,light
23,flash
00,light
00,disk
00,oval
04,circle
05,flash
13,sphere
17,fireball
20,other
20,changing
20,light
21,disk
21,chevron
21,unknown
22,light
23,circle
00,sphere
01,circle
03,fireball
12,cylinder
12,cylinder
14,disk
16,formation
19,light
20,light
20,other
21,diamond
21,light
22,triangle
00,light
00,circle
11,cigar
21,light
21,light
21,unknown
21,light
22,other
22,cigar
22,fireball
22,light
22,flash
22,teardrop
23,light
00,light
07,fireball
10,fireball
12,triangle
18,light
20,changing
20,light
20,light
20,light
20,light
21,light
21,other
21,sphere
22,light
22,diamond
22,circle
24,circle
01,light
01,disk
02,flash
03,light
07,diamond
08,triangle
14,sphere
19,fireball
20,fireball
20,triangle
20,light
21,changing
21,light
21,fireball
21,sphere
22,circle
22,light
22,teardrop
22,circle
23,circle
23,fireball
00,other
05,unknown
06,teardrop
06,fireball
12,circle
20,light
20,light
21,teardrop
21,light
21,unknown
22,unknown
22,sphere
23,light
02,light
17,fireball
20,light
20,fireball
21,oval
21,sphere
21,light
22,unknown
22,fireball
22,fireball
22,other
21,circle
00,cigar
01,oval
20,disk
21,changing
02,changing
04,cigar
02,disk
00,sphere
20,chevron
20,triangle
00,circle
20,light
22,triangle
02,sphere
05,sphere
05,light
15,triangle
19,other
22,fireball
02,circle
05,unknown
11,sphere
20,cigar
20,light
20,flash
22,circle
22,circle
22,light
06,disk
13,cigar
20,rectangle
21,fireball
21,changing
21,disk
22,oval
22,triangle
01,unknown
02,fireball
15,changing
19,sphere
21,light
22,light
22,light
22,triangle
23,rectangle
23,unknown
23,circle
23,light
01,light
06,light
06,disk
13,other
18,oval
20,light
21,light
21,cigar
21,light
21,light
22,cigar
23,unknown
23,light
23,triangle
23,light
23,teardrop
23,circle
23,light
23,other
23,triangle
21,light
00,formation
06,oval
09,chevron
17,changing
23,light
00,diamond
05,flash
22,unknown
01,light
01,circle
02,chevron
02,triangle
05,other
09,changing
11,circle
11,other
13,egg
17,triangle
20,triangle
20,sphere
20,cigar
21,unknown
21,light
22,oval
23,other
00,fireball
06,oval
12,flash
18,sphere
21,light
21,triangle
21,triangle
21,disk
22,fireball
23,circle
24,changing
01,fireball
01,fireball
07,light
15,disk
19,triangle
19,flash
20,light
20,formation
20,formation
21,unknown
22,triangle
22,triangle
22,rectangle
23,formation
06,changing
09,fireball
11,light
17,other
18,oval
19,fireball
20,other
20,triangle
20,disk
20,disk
20,rectangle
20,light
20,fireball
21,formation
21,formation
21,other
21,light
22,fireball
22,light
22,disk
22,fireball
22,unknown
22,fireball
22,circle
23,other
02,light
03,oval
04,triangle
11,sphere
14,sphere
16,circle
17,circle
18,sphere
20,other
20,sphere
21,light
21,triangle
21,circle
21,light
21,light
21,light
21,light
21,circle
21,light
23,fireball
23,flash
23,oval
00,oval
01,circle
01,fireball
02,fireball
02,disk
09,light
20,cylinder
20,other
21,light
22,other
07,other
10,light
10,other
20,triangle
20,fireball
20,disk
20,fireball
21,other
21,sphere
21,disk
21,fireball
22,light
22,formation
19,cigar
22,disk
03,unknown
18,light
02,triangle
18,disk
21,fireball
22,chevron
17,diamond
21,changing
15,sphere
20,light
20,light
22,triangle
22,fireball
23,light
20,unknown
23,light
00,triangle
05,unknown
05,light
06,disk
13,other
15,cylinder
15,changing
18,triangle
21,triangle
21,light
22,oval
22,unknown
22,cigar
23,light
15,disk
17,other
23,cigar
23,triangle
01,changing
04,diamond
13,light
17,light
20,light
22,triangle
22,triangle
23,fireball
06,sphere
10,triangle
11,other
13,triangle
15,circle
18,diamond
19,oval
19,rectangle
21,light
00,light
00,formation
18,light
20,light
20,light
21,oval
23,unknown
06,oval
13,egg
14,sphere
20,changing
20,light
22,light
22,light
11,other
12,teardrop
12,cigar
18,cigar
21,oval
21,oval
21,light
21,sphere
22,sphere
11,cylinder
19,circle
20,sphere
20,triangle
20,light
22,light
22,sphere
23,oval
00,light
00,triangle
02,flash
03,circle
05,sphere
12,rectangle
16,other
18,circle
19,rectangle
20,disk
20,fireball
21,sphere
21,cylinder
21,triangle
21,light
22,sphere
23,sphere
00,light
00,unknown
02,circle
02,other
11,sphere
12,flash
15,circle
16,cylinder
16,other
21,light
21,unknown
21,disk
21,triangle
21,triangle
21,formation
21,light
21,circle
22,triangle
23,light
04,light
05,circle
05,diamond
08,triangle
12,light
17,light
20,unknown
20,light
20,cylinder
22,disk
22,light
22,light
22,light
22,triangle
23,unknown
23,light
00,light
00,triangle
00,fireball
09,light
12,egg
20,disk
20,cross
20,sphere
21,circle
21,cross
21,disk
21,oval
21,fireball
22,sphere
22,sphere
22,fireball
23,light
01,other
04,light
05,cylinder
19,unknown
20,circle
21,light
21,light
21,oval
21,sphere
21,fireball
22,unknown
22,light
22,triangle
00,unknown
17,disk
21,unknown
01,circle
22,light
22,light
02,cigar
01,rectangle
16,unknown
20,circle
20,unknown
21,light
06,unknown
20,teardrop
23,disk
23,triangle
19,sphere
16,sphere
18,formation
21,other
04,triangle
22,light
01,light
14,light
21,light
23,circle
01,sphere
10,cone
18,cylinder
19,triangle
19,circle
21,light
23,unknown
00,oval
17,triangle
19,other
21,triangle
21,unknown
21,unknown
22,circle
22,light
23,triangle
23,circle
00,other
01,chevron
04,light
06,circle
12,triangle
13,changing
13,cylinder
13,cylinder
14,formation
17,sphere
18,changing
19,cigar
20,oval
21,other
21,unknown
21,fireball
21,circle
21,oval
22,light
22,circle
22,circle
22,light
22,light
23,formation
23,light
23,triangle
23,light
23,other
23,other
23,formation
23,formation
23,light
23,unknown
23,fireball
23,light
23,fireball
23,light
23,sphere
23,other
23,other
23,triangle
23,chevron
04,triangle
05,light
14,sphere
18,oval
20,disk
20,unknown
21,formation
21,unknown
22,oval
00,flash
20,other
20,sphere
21,disk
22,cylinder
24,cylinder
11,oval
21,diamond
13,diamond
20,light
20,flash
21,circle
21,other
21,light
21,circle
22,unknown
22,light
23,oval
23,triangle
04,formation
17,triangle
18,changing
19,other
20,changing
21,light
22,light
22,fireball
23,egg
23,other
00,light
01,circle
04,light
15,rectangle
21,other
22,circle
22,circle
22,formation
23,light
23,unknown
00,cigar
05,triangle
09,fireball
11,circle
15,cone
15,other
20,unknown
20,light
20,fireball
21,unknown
23,unknown
01,fireball
03,triangle
03,flash
05,unknown
09,cigar
11,light
20,fireball
20,light
20,fireball
20,unknown
20,light
20,light
21,light
21,rectangle
21,triangle
21,chevron
22,other
22,light
23,triangle
23,light
24,triangle
00,light
01,triangle
02,light
17,unknown
18,disk
20,fireball
21,sphere
21,fireball
22,light
22,fireball
22,fireball
23,light
23,circle
23,formation
24,light
00,formation
00,other
01,circle
02,light
03,changing
04,circle
04,triangle
15,cigar
19,light
19,light
19,fireball
20,fireball
20,formation
20,triangle
20,light
21,fireball
21,fireball
21,circle
21,circle
21,formation
21,light
21,light
22,fireball
22,circle
22,light
22,fireball
22,flash
22,chevron
22,flash
19,disk
22,unknown
20,cylinder
02,circle
17,formation
21,light
22,light
22,rectangle
22,rectangle
23,oval
08,disk
22,unknown
20,light
20,light
21,circle
22,fireball
23,triangle
23,chevron
20,other
21,light
22,disk
22,sphere
07,triangle
14,sphere
17,other
17,light
21,light
21,light
21,unknown
23,changing
23,disk
00,fireball
00,light
00,unknown
00,fireball
01,other
01,light
02,unknown
02,light
05,circle
13,circle
19,disk
20,light
20,light
20,light
20,other
21,teardrop
21,triangle
22,light
22,light
22,light
22,triangle
22,fireball
23,light
23,triangle
01,circle
06,light
07,other
14,circle
16,circle
19,other
19,light
20,other
20,other
20,other
20,other
20,other
20,other
20,other
20,other
20,disk
20,other
20,other
20,other
20,changing
20,other
20,other
20,formation
21,other
21,other
21,other
21,changing
21,other
21,other
21,egg
21,other
21,other
21,light
21,light
21,cylinder
21,cone
21,changing
21,other
21,other
21,fireball
21,other
21,triangle
21,triangle
21,circle
21,other
21,light
19,light
21,light
22,light
23,disk
19,light
20,light
20,circle
21,unknown
21,triangle
03,changing
11,cigar
14,rectangle
14,sphere
15,changing
19,triangle
19,circle
20,fireball
20,light
22,other
00,teardrop
01,light
01,triangle
01,light
02,sphere
02,light
02,sphere
02,fireball
04,triangle
16,disk
20,triangle
20,cigar
21,light
21,formation
22,triangle
22,light
23,changing
23,circle
00,cigar
00,flash
01,light
05,light
05,light
19,other
20,light
21,cigar
22,sphere
23,sphere
23,light
08,triangle
20,chevron
21,triangle
22,light
22,rectangle
23,disk
00,triangle
00,light
01,light
10,fireball
20,triangle
20,other
21,fireball
21,light
21,other
21,oval
21,light
21,diamond
21,circle
21,unknown
22,fireball
22,teardrop
23,light
00,other
01,fireball
02,light
06,light
06,disk
09,cigar
12,cigar
17,rectangle
20,oval
20,fireball
21,formation
21,cigar
21,fireball
21,sphere
21,fireball
23,circle
23,triangle
23,unknown
23,light
00,triangle
04,light
05,flash
12,circle
14,oval
18,other
19,light
19,changing
20,rectangle
20,fireball
20,triangle
20,light
20,formation
20,light
20,fireball
21,light
21,changing
21,triangle
21,circle
21,oval
21,circle
21,light
21,light
21,light
21,fireball
21,unknown
22,teardrop
22,other
22,fireball
22,circle
22,rectangle
22,light
23,unknown
23,disk
20,disk
21,sphere
22,oval
22,cylinder
02,sphere
19,cylinder
21,light
22,light
23,other
00,changing
00,unknown
17,light
17,fireball
21,light
22,disk
22,light
22,light
23,light
23,unknown
07,cigar
11,disk
12,disk
19,disk
21,circle
21,light
22,other
22,flash
22,circle
22,fireball
23,cylinder
00,light
09,circle
12,cigar
12,unknown
18,circle
20,oval
23,unknown
04,light
13,formation
13,triangle
17,circle
21,light
21,light
22,other
22,unknown
22,light
22,circle
22,light
22,light
00,circle
00,other
08,triangle
12,egg
13,disk
19,circle
20,formation
21,light
22,formation
22,light
23,fireball
23,light
23,light
23,light
23,light
23,cylinder
02,flash
03,light
04,changing
05,changing
14,sphere
15,sphere
22,disk
12,triangle
18,other
22,light
23,light
24,triangle
00,light
03,fireball
10,unknown
10,light
17,light
17,teardrop
00,other
05,light
08,cigar
08,light
20,light
21,triangle
21,formation
21,circle
22,light
23,triangle
23,fireball
23,light
00,fireball
01,circle
01,unknown
10,cylinder
16,disk
21,fireball
21,teardrop
21,teardrop
22,oval
22,light
22,flash
22,oval
22,fireball
22,cigar
22,unknown
22,sphere
22,sphere
22,changing
22,light
22,triangle
23,circle
00,light
04,triangle
04,triangle
05,circle
05,sphere
17,other
21,sphere
23,light
23,light
23,triangle
00,rectangle
00,unknown
01,fireball
02,fireball
14,changing
18,fireball
19,circle
20,circle
21,light
22,unknown
22,light
00,formation
01,light
01,triangle
05,sphere
12,disk
13,circle
15,light
20,formation
20,unknown
21,oval
21,formation
21,light
22,triangle
23,chevron
23,sphere
00,changing
01,unknown
01,chevron
03,disk
09,unknown
16,circle
20,fireball
21,sphere
21,cigar
21,light
21,fireball
22,oval
22,fireball
22,fireball
22,circle
22,circle
23,fireball
23,light
00,oval
00,fireball
00,flash
00,fireball
03,unknown
03,fireball
04,light
05,cone
10,disk
21,diamond
21,disk
21,circle
21,circle
21,circle
21,other
21,sphere
21,fireball
21,cylinder
21,sphere
21,rectangle
21,fireball
22,light
22,fireball
22,light
22,light
22,changing
22,fireball
22,fireball
23,light
23,light
23,sphere
23,light
23,fireball
23,cylinder
23,fireball
09,circle
23,light
14,disk
20,other
00,circle
20,chevron
19,light
22,circle
23,sphere
21,rectangle
07,oval
19,triangle
03,sphere
04,egg
21,light
22,flash
03,light
09,circle
09,triangle
11,formation
19,unknown
20,oval
20,light
20,light
20,sphere
20,flash
22,cigar
22,light
22,oval
23,light
23,formation
01,cylinder
01,diamond
14,other
16,circle
21,cigar
21,rectangle
23,oval
23,cylinder
00,disk
01,unknown
04,light
05,disk
18,disk
18,sphere
22,light
23,sphere
23,unknown
12,disk
17,disk
19,other
20,cigar
22,other
22,other
01,cone
04,light
16,sphere
21,circle
21,light
22,formation
01,light
03,flash
03,disk
10,unknown
11,light
16,disk
17,unknown
18,light
19,disk
22,egg
23,light
00,cigar
01,disk
03,triangle
03,triangle
17,egg
19,cigar
21,formation
22,cylinder
22,light
22,disk
23,light
23,light
23,unknown
23,disk
24,disk
24,sphere
00,unknown
00,unknown
01,light
03,fireball
06,light
20,fireball
20,triangle
21,sphere
21,oval
21,light
21,light
22,circle
24,unknown
14,changing
14,changing
19,cigar
19,light
19,disk
19,sphere
21,light
21,light
21,fireball
21,light
21,unknown
22,light
22,light
22,formation
22,formation
22,unknown
23,other
23,flash
08,unknown
20,other
21,other
21,sphere
23,changing
23,light
01,formation
05,cone
07,circle
18,other
20,light
21,light
21,triangle
22,disk
22,unknown
22,unknown
23,sphere
00,light
00,circle
00,flash
01,changing
03,other
03,triangle
12,other
20,oval
20,oval
21,changing
22,fireball
22,light
22,other
22,rectangle
22,light
22,fireball
23,fireball
00,fireball
02,light
04,formation
05,flash
10,sphere
13,circle
15,chevron
20,light
20,formation
20,sphere
21,light
21,cylinder
21,circle
21,fireball
21,fireball
21,light
21,sphere
21,fireball
22,fireball
22,formation
22,flash
22,light
22,light
22,cone
22,triangle
22,formation
22,light
23,triangle
23,light
23,circle
23,circle
00,fireball
00,fireball
00,other
01,light
02,fireball
04,flash
04,teardrop
10,egg
11,diamond
16,circle
20,circle
20,fireball
20,circle
20,circle
21,oval
21,formation
21,circle
21,sphere
22,light
22,light
22,light
22,formation
22,sphere
22,other
22,light
23,light
23,fireball
21,disk
23,sphere
19,disk
20,oval
16,oval
18,egg
14,rectangle
21,other
23,rectangle
20,cigar
00,light
23,fireball
14,other
23,light
23,triangle
01,other
18,light
22,unknown
03,diamond
01,formation
21,light
23,light
01,triangle
05,light
10,unknown
17,changing
19,egg
23,other
17,sphere
20,circle
21,cone
22,triangle
22,circle
22,light
23,formation
01,light
02,diamond
03,other
03,light
03,diamond
03,sphere
09,light
12,formation
16,cylinder
21,light
21,cigar
22,light
01,unknown
06,circle
18,sphere
20,cylinder
22,triangle
22,other
04,oval
20,light
23,light
23,light
00,circle
00,chevron
01,triangle
07,egg
17,cylinder
21,disk
22,chevron
22,formation
22,other
00,teardrop
00,light
01,circle
12,circle
17,other
21,cylinder
21,rectangle
21,cigar
22,circle
22,cigar
22,fireball
22,light
22,flash
22,light
23,unknown
23,unknown
01,light
02,disk
04,other
04,fireball
05,circle
05,unknown
14,fireball
17,cigar
17,cigar
20,rectangle
20,light
20,disk
22,triangle
22,triangle
22,unknown
04,other
13,fireball
17,circle
22,other
22,light
02,chevron
05,other
05,triangle
10,triangle
13,other
16,circle
19,disk
20,circle
20,diamond
21,light
21,teardrop
22,triangle
23,unknown
00,triangle
00,unknown
05,rectangle
08,cylinder
10,other
11,disk
14,triangle
17,light
17,cigar
19,light
20,light
21,formation
21,fireball
22,circle
23,disk
23,triangle
00,other
01,fireball
03,light
13,disk
15,light
15,other
21,light
22,other
22,light
23,sphere
23,sphere
00,light
01,fireball
05,rectangle
12,oval
18,circle
20,triangle
20,fireball
21,triangle
21,fireball
21,triangle
22,light
23,fireball
23,triangle
01,other
02,other
05,light
05,triangle
11,unknown
17,light
17,circle
19,cigar
22,sphere
22,fireball
22,sphere
22,teardrop
22,circle
22,fireball
22,fireball
22,light
22,fireball
22,light
23,circle
23,light
23,fireball
00,circle
00,unknown
02,light
04,unknown
05,light
09,sphere
10,circle
19,cigar
20,oval
21,light
21,oval
21,cigar
21,fireball
21,light
22,other
22,unknown
22,circle
22,circle
22,oval
22,sphere
22,light
23,flash
23,light
19,circle
01,egg
01,disk
22,triangle
02,triangle
01,unknown
21,formation
05,light
22,triangle
21,cone
01,triangle
02,disk
04,light
16,diamond
20,other
00,formation
18,other
21,light
21,light
23,light
03,light
20,fireball
20,light
22,unknown
23,circle
23,chevron
23,sphere
23,chevron
03,unknown
04,light
14,teardrop
18,circle
18,triangle
20,light
21,light
21,light
21,changing
22,light
22,light
23,light
23,disk
23,light
00,cigar
01,cross
02,sphere
08,light
13,cylinder
15,other
18,cylinder
21,other
22,light
23,rectangle
23,light
02,other
20,changing
20,cigar
22,light
22,unknown
22,changing
23,light
05,light
05,cigar
06,unknown
09,cigar
12,light
13,cigar
13,sphere
18,sphere
20,circle
21,triangle
22,unknown
22,unknown
23,light
23,oval
23,cylinder
00,circle
02,formation
04,egg
10,rectangle
16,disk
17,light
20,other
20,formation
20,light
21,disk
21,light
22,circle
23,unknown
20,light
22,cigar
22,other
12,disk
21,light
21,light
21,light
22,unknown
00,light
02,light
02,disk
06,circle
13,other
21,sphere
21,sphere
21,light
21,light
00,light
00,triangle
00,other
01,flash
01,circle
02,fireball
14,disk
18,circle
18,triangle
19,cigar
21,light
21,cigar
21,triangle
22,light
22,light
22,fireball
23,circle
00,triangle
00,light
00,triangle
05,light
19,disk
20,cone
20,fireball
21,fireball
21,fireball
21,fireball
21,fireball
21,light
21,circle
21,light
22,light
23,unknown
23,fireball
23,light
23,fireball
23,circle
00,fireball
00,light
00,light
01,light
04,light
04,triangle
10,light
14,other
18,rectangle
18,oval
19,light
19,light
20,light
21,light
21,triangle
21,oval
21,circle
21,sphere
21,circle
21,light
21,fireball
21,circle
21,sphere
21,light
21,light
22,other
22,fireball
22,sphere
22,light
22,oval
22,formation
22,light
22,fireball
23,sphere
01,sphere
04,light
15,sphere
20,circle
20,cylinder
21,light
21,egg
21,light
21,light
21,flash
21,oval
21,oval
22,light
22,light
22,fireball
22,fireball
22,circle
22,rectangle
22,circle
23,fireball
23,other
23,unknown
23,light
23,triangle
23,triangle
21,light
